business_status,education_level_numeric,owner_business_experience,owner_age,owner_gender,entrepreneur_capability,gender_success_factor,business_location,business_sector,entity_type,location_success_probability,sector_success_probability,market_positioning_score,entity_type_advantage,business_capital,capital_source,number_of_employees,capital_adequacy,capital_source_effectiveness,financial_planning_score,business_scale_score,overall_risk_score,risk_adjusted_success_probability,under_capitalization_risk,experience_gap,pre_investment_success_score,prediction_confidence,success_category,improvement_focus
Success,2,2,55,Female,0.5051503446636558,0.6843356310910388,NYARUGENGE,Transportation And Storage,INDIVIDUAL,0.7013574660633484,0.7173447537473233,0.8751453947031287,0.6199585157870477,78791344.875,Inheritance,6.0,5.082412001963652,0.6826003824091779,1.0547801147227533,1.0,0.34149204450479986,0.6585079554952001,0,1,0.7657280718546073,0.7999999999999999,Good,Skills & Experience Development
Success,8,4,54,Female,0.7976503446636559,0.6843356310910388,RWAMAGANA,Other Service Activities,INDIVIDUAL,0.6578171091445427,0.5479876160990712,0.8213716789600798,0.6199585157870477,243216.0,Personal Savings,1.0,0.39029807214743695,0.6834381551362684,0.5176059645777398,0.7,0.5157941499194233,0.4842058500805767,1,0,0.6708806842996671,0.7999999999999999,Good,Risk Mitigation & Strategy
Success,6,4,42,Male,0.7840277058518902,0.6768513723459347,NYARUGENGE,"Agriculture, Forestry And Fishing",PRIVATE CORPORATION,0.7013574660633484,0.6580459770114943,1.461288296644832,0.718362748779572,3560928.0,Microfinance,5.0,0.9874720786000407,0.6820461384152458,0.9014818611745838,1.0,0.2089694536293497,0.7910305463706503,0,0,0.9841069604845509,0.8999999999999999,Excellent,Skills & Experience Development
Success,5,2,22,Female,0.5489003446636559,0.6843356310910388,RWAMAGANA,Other Service Activities,INDIVIDUAL,0.6578171091445427,0.5479876160990712,0.8213716789600798,0.6199585157870477,1635314.0,Government Grant,1.0,2.6242512892067698,0.6453900709219859,1.0336170212765956,0.7,0.41137109014844875,0.5886289098515513,0,1,0.7461430604285758,0.7,Good,Skills & Experience Development
Fail,1,4,61,Male,0.5777777058518903,0.6768513723459347,NYANZA,Other Service Activities,INDIVIDUAL,0.7024221453287197,0.5479876160990712,0.9253525871221515,0.6199585157870477,269051.0,Inheritance,1.0,0.4317564905653413,0.6826003824091779,0.5277192373640887,0.7,0.39811809104720774,0.6018819089527923,1,0,0.6569776496676856,0.7999999999999999,Good,Capital Strategy & Financial Planning
Success,4,2,32,Female,0.5926503446636558,0.6843356310910388,NYARUGENGE,Financial And Insurance Activities,INDIVIDUAL,0.7013574660633484,0.7864321608040201,1.561133792996769,0.6199585157870477,78791344.875,Personal Savings,7.0,0.9999999873082508,0.6834381551362684,0.9050314433679432,1.0,0.4356218025123465,0.5643781974876535,0,1,0.9072120519878055,0.7999999999999999,Excellent,Risk Mitigation & Strategy
Success,6,0,40,Female,0.6101503446636559,0.6843356310910388,NYARUGENGE,"Arts, Entertainment And Recreation",PRIVATE CORPORATION,0.7013574660633484,0.6979472140762464,1.5500291560715338,0.718362748779572,40269565.0,Venture Capital,13.0,6.61236787231342,0.6891891891891891,1.0167567567567568,0.8,0.3737957443387019,0.6262042556612981,0,1,0.949982432738429,0.7,Excellent,Skills & Experience Development
Fail,2,1,29,Male,0.5290277058518902,0.6768513723459347,KAYONZA,Transportation And Storage,INDIVIDUAL,0.6387959866220736,0.7173447537473233,1.1062972600699288,0.6199585157870477,43422155.0,Foreign Investment,1.0,2.8009330475732157,0.6920762286860582,1.0476228686058173,0.7,0.3580977817957457,0.6419022182042543,0,1,0.8255687875653545,0.7999999999999999,Excellent,Skills & Experience Development
Success,6,1,62,Male,0.6290277058518903,0.6768513723459347,NYAGATARE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.7264957264957265,0.6238907849829352,0.8625524531084425,0.6199585157870477,12309183.0,Inheritance,2.0,3.4083741363933022,0.6826003824091779,0.9947801147227534,0.7,0.3684834510289815,0.6315165489710185,0,1,0.7793447635075698,0.7999999999999999,Good,Skills & Experience Development
Success,4,1,41,Male,0.6165277058518902,0.6768513723459347,RUTSIRO,Transportation And Storage,INDIVIDUAL,0.65,0.7173447537473233,1.177038626223991,0.6199585157870477,1660408.0,Government Grant,2.0,0.10710411861536921,0.6453900709219859,0.435393050930438,0.7,0.5085528748832375,0.4914471251167625,1,1,0.6863556560675268,0.7,Good,Capital Strategy & Financial Planning
Fail,6,7,41,Female,0.8551503446636558,0.6843356310910388,RULINDO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.680365296803653,0.6238907849829352,1.0475712672965507,0.6199585157870477,2516833.0,Venture Capital,1.0,0.696903157814874,0.6891891891891891,0.6709825462104753,0.7,0.22592851147522336,0.7740714885247766,0,0,0.8409978544808085,0.8999999999999999,Excellent,Capital Strategy & Financial Planning
Success,1,2,36,Female,0.5239003446636559,0.6843356310910388,KICUKIRO,Education,PRIVATE CORPORATION,0.657762938230384,0.7021943573667712,1.6252939783594325,0.718362748779572,58073404.0,Business Partner,13.0,7.5265554412302755,0.6854838709677419,1.0156451612903226,0.8,0.351565706344645,0.648434293655355,0,1,0.9470917470426065,0.7999999999999999,Excellent,Skills & Experience Development
Fail,8,3,29,Male,0.8215277058518902,0.6768513723459347,RUHANGO,Transportation And Storage,INDIVIDUAL,0.6788079470198676,0.7173447537473233,1.1346411331227833,0.6199585157870477,1906135.0,Crowdfunding,1.0,0.12295466483954956,0.6709741550695825,0.4470309127307621,0.7,0.349376530905938,0.650623469094062,1,0,0.7720010170377657,0.7,Good,Capital Strategy & Financial Planning
Fail,6,4,52,Male,0.7340277058518903,0.6768513723459347,NYARUGENGE,Other Service Activities,INDIVIDUAL,0.7013574660633484,0.5479876160990712,0.6264262164799195,0.6199585157870477,163109.0,Family/Friends,1.0,0.2617472873902058,0.696969696969697,0.4895277309384606,0.7,0.4993610289003151,0.5006389710996849,1,0,0.5993245928300991,0.7,Moderate,Capital Strategy & Financial Planning
Fail,7,1,21,Male,0.6102777058518902,0.6768513723459347,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.7013574660633484,0.6238907849829352,0.6318807053809714,0.718362748779572,14580932.0,Inheritance,3.0,4.0374143038826755,0.6826003824091779,0.9947801147227534,0.7,0.3692992635171547,0.6307007364828453,0,1,0.7158886640780674,0.7999999999999999,Good,Skills & Experience Development
Fail,2,2,33,Female,0.5301503446636558,0.6843356310910388,MUSANZE,Accommodation And Food Service Activities,PRIVATE CORPORATION,0.6956521739130435,0.6518218623481782,1.4637918115290394,0.718362748779572,7479600.0,Government Grant,1.0,0.7571609057525693,0.6453900709219859,0.6729072477147381,0.7,0.37712012402801875,0.6228798759719812,0,1,0.8177958434044373,0.7999999999999999,Excellent,Skills & Experience Development
Success,2,2,34,Male,0.5290277058518902,0.6768513723459347,NYANZA,Unclassified,INDIVIDUAL,0.7024221453287197,0.6707616707616708,1.6557234425611465,0.6199585157870477,1407536.0,Venture Capital,4.0,0.24551683766353488,0.6891891891891891,0.5431359661726405,1.0,0.5072013916438537,0.4927986083561463,1,1,0.8069828856102431,0.7,Excellent,Risk Mitigation & Strategy
Fail,8,3,66,Male,0.7215277058518902,0.6768513723459347,GAKENKE,Other Service Activities,INDIVIDUAL,0.6788321167883211,0.5479876160990712,0.9299158598302715,0.6199585157870477,453900.0,Family/Friends,1.0,0.7283907923315968,0.696969696969697,0.6811886071738084,0.7,0.36820654577620526,0.6317934542237947,0,0,0.7455931193513459,0.7,Good,Risk Mitigation & Strategy
Success,6,1,61,Male,0.6290277058518903,0.6768513723459347,GASABO,Transportation And Storage,INDIVIDUAL,0.6970091027308193,0.7173447537473233,0.8370266093967835,0.6199585157870477,24907316.0,Crowdfunding,4.0,1.6066389268508003,0.6709741550695825,1.0029519782335747,1.0,0.3482799573386365,0.6517200426613635,0,1,0.7790469671954293,0.7999999999999999,Good,Skills & Experience Development
Success,6,3,34,Female,0.7601503446636558,0.6843356310910388,KAYONZA,Other Service Activities,INDIVIDUAL,0.6387959866220736,0.5479876160990712,0.8575780818467196,0.6199585157870477,383354.0,Foreign Investment,1.0,0.6151829121028574,0.6920762286860582,0.6514185966315318,0.7,0.2613261119544427,0.7386738880455572,0,0,0.753029050627771,0.7,Good,Capital Strategy & Financial Planning
Fail,5,1,58,Female,0.5989003446636558,0.6843356310910388,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6764705882352942,0.6238907849829352,0.8837419149962575,0.6199585157870477,5548169.0,Family/Friends,1.0,1.5362705813975706,0.696969696969697,0.9331585544403017,0.7,0.4653862772001004,0.5346137227998996,0,1,0.7408179653182165,0.7999999999999999,Good,Risk Mitigation & Strategy
Success,5,0,28,Male,0.5527777058518902,0.6768513723459347,RWAMAGANA,Accommodation And Food Service Activities,INDIVIDUAL,0.6578171091445427,0.6518218623481782,1.3810598347911032,0.6199585157870477,53998.0,Business Partner,1.0,0.005466224743144986,0.6854838709677419,0.42201171747610877,0.7,0.5417155870445344,0.4582844129554656,1,1,0.7082580824134632,0.6,Good,Capital Strategy & Financial Planning
Success,1,3,33,Male,0.6027777058518902,0.6768513723459347,RUBAVU,Transportation And Storage,INDIVIDUAL,0.6776859504132231,0.7173447537473233,1.0574405391438402,0.6199585157870477,2220541.0,Business Partner,3.0,0.1432353293011661,0.6854838709677419,0.4564539936156141,0.7,0.3562465911502314,0.6437534088497686,1,0,0.6880576267153844,0.7,Good,Capital Strategy & Financial Planning
Fail,3,1,45,Male,0.5852777058518902,0.6768513723459347,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6776859504132231,0.6238907849829352,0.8141758498216828,0.6199585157870477,1484522.0,Venture Capital,1.0,0.4110594821530282,0.6891891891891891,0.5245216272950137,0.7,0.5223629256317558,0.4776370743682442,1,1,0.6057850959083901,0.7999999999999999,Moderate,Risk Mitigation & Strategy
Fail,2,7,40,Male,0.7290277058518901,0.6768513723459347,NYARUGENGE,Other Service Activities,INDIVIDUAL,0.7013574660633484,0.5479876160990712,0.6264262164799195,0.6199585157870477,232432.0,Venture Capital,1.0,0.37299257246798345,0.6891891891891891,0.5150048998737525,0.7,0.376240277882655,0.623759722117345,1,0,0.6288180352674541,0.7999999999999999,Moderate,Capital Strategy & Financial Planning
Success,4,7,64,Female,0.7426503446636559,0.6843356310910388,NYARUGENGE,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,0.7013574660633484,0.6973684210526315,1.4558441472175945,0.718362748779572,18392759.0,Business Partner,5.0,2.3314102612042698,0.6854838709677419,1.1056451612903224,1.0,0.16816533909030001,0.8318346609097,0,0,1.029534362708016,0.8999999999999999,Excellent,Skills & Experience Development
Fail,3,4,27,Male,0.6652777058518902,0.6768513723459347,GASABO,Transportation And Storage,INDIVIDUAL,0.6970091027308193,0.7173447537473233,0.8370266093967835,0.6199585157870477,78791344.875,Venture Capital,3.0,5.082412001963652,0.6891891891891891,0.9967567567567568,0.7,0.20667467881236165,0.7933253211876383,0,0,0.8166942175314799,0.8999999999999999,Excellent,Skills & Experience Development
Fail,4,2,45,Male,0.6165277058518902,0.6768513723459347,KICUKIRO,Construction,PRIVATE CORPORATION,0.657762938230384,0.7855153203342619,1.6652567923750816,0.718362748779572,44442265.0,Business Partner,3.0,0.774569417821188,0.6854838709677419,0.6892875157456196,0.7,0.33060844969793435,0.6693915503020657,0,1,0.9074726988461556,0.7999999999999999,Excellent,Skills & Experience Development
Success,8,0,55,Female,0.6226503446636559,0.6843356310910388,RWAMAGANA,Financial And Insurance Activities,INDIVIDUAL,0.6578171091445427,0.7864321608040201,1.7560792554769293,0.6199585157870477,78791344.875,Inheritance,4.0,0.9999999873082508,0.6826003824091779,0.904780111549816,1.0,0.38551637512748804,0.614483624872512,0,1,0.9749066701302854,0.7,Excellent,Risk Mitigation & Strategy
Success,3,6,42,Male,0.7602777058518901,0.6768513723459347,MUHANGA,Transportation And Storage,INDIVIDUAL,0.6846590909090909,0.7173447537473233,1.0745949519549147,0.6199585157870477,30734269.0,Business Partner,7.0,1.9825047774599165,0.6854838709677419,1.1012713556553015,1.0,0.18452574529652763,0.8154742547034723,0,0,0.9351447395988155,0.8999999999999999,Excellent,Skills & Experience Development
Success,1,2,34,Female,0.4989003446636558,0.6843356310910388,GASABO,Construction,PRIVATE CORPORATION,0.6970091027308193,0.7855153203342619,1.6193687686419735,0.718362748779572,52590153.0,Crowdfunding,7.0,0.9165762409350019,0.6709741550695825,0.8804363067546253,1.0,0.31399292288370817,0.6860070771162918,0,1,0.9118227876715048,0.7999999999999999,Excellent,Skills & Experience Development
Success,3,7,50,Female,0.7614003446636558,0.6843356310910388,KAMONYI,Accommodation And Food Service Activities,PRIVATE CORPORATION,0.7058823529411765,0.6518218623481782,1.4879496247831605,0.718362748779572,956298.0,Business Partner,3.0,0.09680617410681996,0.6854838709677419,0.4448467048170276,0.7,0.3249508526561158,0.6750491473438842,1,0,0.8466290152679206,0.7999999999999999,Excellent,Capital Strategy & Financial Planning
Success,5,7,44,Female,0.8239003446636558,0.6843356310910388,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.7013574660633484,0.6238907849829352,0.6318807053809714,0.718362748779572,53950182.0,Business Partner,13.5,14.938636055903261,0.6854838709677419,1.0156451612903226,0.8,0.20361402196175588,0.7963859780382441,0,0,0.818328765674569,0.8999999999999999,Excellent,Market Research & Positioning
Success,3,6,48,Female,0.7614003446636558,0.6843356310910388,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6863354037267081,0.6238907849829352,0.8695514202301435,0.6199585157870477,948604.0,Crowdfunding,1.0,0.26266547010303054,0.6709741550695825,0.4819586140466323,0.7,0.34913765883248515,0.6508623411675148,1,0,0.6964700802017938,0.7999999999999999,Good,Capital Strategy & Financial Planning
Fail,2,1,38,Male,0.5540277058518902,0.6768513723459347,KICUKIRO,Transportation And Storage,INDIVIDUAL,0.657762938230384,0.7173447537473233,0.8829146331298914,0.6199585157870477,2576911.0,Crowdfunding,1.0,0.16622286896067093,0.6709741550695825,0.4578479637610424,0.7,0.5024640384052501,0.4975359615947499,1,1,0.6009061532972505,0.7,Moderate,Capital Strategy & Financial Planning
Success,7,2,48,Male,0.7102777058518902,0.6768513723459347,KAMONYI,Financial And Insurance Activities,INDIVIDUAL,0.7058823529411765,0.7864321608040201,1.862969045468987,0.6199585157870477,68260227.0,Venture Capital,4.0,0.8663416805735583,0.6891891891891891,0.8733421769001464,1.0,0.31980686487637155,0.6801931351236284,0,1,1.0331997443725762,0.7999999999999999,Excellent,Risk Mitigation & Strategy
Fail,4,2,21,Male,0.5165277058518902,0.6768513723459347,MUHANGA,Transportation And Storage,INDIVIDUAL,0.6846590909090909,0.7173447537473233,1.0745949519549147,0.6199585157870477,9921158.0,Government Grant,1.0,0.6399613126615984,0.6453900709219859,0.6436073494419954,0.7,0.3658849533175753,0.6341150466824247,0,1,0.7113318964412795,0.7999999999999999,Good,Skills & Experience Development
Success,5,2,50,Male,0.6477777058518902,0.6768513723459347,GICUMBI,Accommodation And Food Service Activities,INDIVIDUAL,0.6863354037267081,0.6518218623481782,1.423785087160115,0.6199585157870477,26013314.0,Venture Capital,3.0,2.6333312463054166,0.6891891891891891,1.0467567567567566,0.7,0.3546219277798225,0.6453780722201775,0,1,0.9410443871788204,0.7999999999999999,Excellent,Risk Mitigation & Strategy
Success,7,1,44,Female,0.7114003446636559,0.6843356310910388,MUHANGA,Other Service Activities,INDIVIDUAL,0.6846590909090909,0.5479876160990712,0.8258757737317055,0.6199585157870477,85793.0,Microfinance,2.0,0.13767532770765517,0.6820461384152458,0.45403267345148746,0.7,0.522045750901958,0.47795424909804196,1,1,0.6289880650145033,0.6,Moderate,Capital Strategy & Financial Planning
Success,2,2,33,Male,0.5290277058518902,0.6768513723459347,KAMONYI,Transportation And Storage,INDIVIDUAL,0.7058823529411765,0.7173447537473233,1.1769806471753463,0.6199585157870477,11663852.0,Family/Friends,2.0,0.752373264956632,0.696969696969697,0.6871842253300672,0.7,0.4457166325605245,0.5542833674394755,0,1,0.7356062033698155,0.7999999999999999,Good,Skills & Experience Development
Fail,6,7,46,Female,0.8551503446636558,0.6843356310910388,KAYONZA,Other Service Activities,INDIVIDUAL,0.6387959866220736,0.5479876160990712,0.8575780818467196,0.6199585157870477,195676.0,Foreign Investment,1.0,0.3140088051999945,0.6920762286860582,0.5011250699058161,0.7,0.38509273689904844,0.6149072631009516,1,0,0.719202343957421,0.7999999999999999,Good,Capital Strategy & Financial Planning
Fail,4,4,37,Male,0.7215277058518902,0.6768513723459347,NYARUGURU,Other Service Activities,INDIVIDUAL,0.7131147540983607,0.5479876160990712,1.018408623190893,0.6199585157870477,145459.0,Foreign Investment,1.0,0.2334236533636522,0.6920762286860582,0.4809787819467305,0.7,0.38552820357924944,0.6144717964207506,1,0,0.7141995223241231,0.7,Good,Capital Strategy & Financial Planning
Success,1,3,41,Male,0.6277777058518902,0.6768513723459347,RUSIZI,Other Service Activities,INDIVIDUAL,0.6869300911854104,0.5479876160990712,0.855420396154021,0.6199585157870477,163609.0,Bank Loan,2.0,0.2625496566260855,0.671356783919598,0.48204444933240076,0.7,0.39879808039895825,0.6012019196010417,1,0,0.6429399070473809,0.6,Moderate,Capital Strategy & Financial Planning
Success,2,0,40,Female,0.4851503446636558,0.6843356310910388,GASABO,Accommodation And Food Service Activities,PRIVATE CORPORATION,0.6970091027308193,0.6518218623481782,1.1479955870045977,0.718362748779572,55886902.0,Personal Savings,6.0,5.657438544577929,0.6834381551362684,1.0550314465408805,1.0,0.4791336263019177,0.5208663736980823,0,1,0.8004751365250828,0.7,Excellent,Skills & Experience Development
Fail,1,4,44,Male,0.6277777058518902,0.6768513723459347,NYARUGURU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.7131147540983607,0.6238907849829352,1.023863112091945,0.6199585157870477,78791344.875,Government Grant,3.0,21.817076084058133,0.6453900709219859,0.9836170212765958,0.7,0.21653213381964548,0.7834678661803545,0,0,0.8468969183337732,0.8999999999999999,Excellent,Skills & Experience Development
Fail,4,6,34,Female,0.7676503446636559,0.6843356310910388,RULINDO,Other Service Activities,INDIVIDUAL,0.680365296803653,0.5479876160990712,1.042116778395499,0.6199585157870477,435742.0,Bank Loan,1.0,0.6992519511613894,0.671356783919598,0.6662200229662267,0.7,0.25227457840161327,0.7477254215983867,0,0,0.8069243880592055,0.7999999999999999,Excellent,Capital Strategy & Financial Planning
Success,1,0,57,Male,0.4027777058518902,0.6768513723459347,MUHANGA,Unclassified,INDIVIDUAL,0.6846590909090909,0.6707616707616708,1.5562466291707004,0.6199585157870477,18297067.0,Government Grant,4.0,3.1915617279826742,0.6453900709219859,1.0436170212765958,1.0,0.38456439964606937,0.6154356003539306,0,1,0.8938863444381773,0.7,Excellent,Skills & Experience Development
Fail,5,3,48,Female,0.7539003446636559,0.6843356310910388,RUTSIRO,Other Service Activities,PRIVATE CORPORATION,0.65,0.5479876160990712,0.9283194480007817,0.718362748779572,4612260.0,Venture Capital,4.0,7.401471063757062,0.6891891891891891,1.0567567567567568,1.0,0.2515261191602812,0.7484738808397188,0,0,0.8721339307564252,0.7,Excellent,Risk Mitigation & Strategy
Success,4,6,47,Female,0.7926503446636558,0.6843356310910388,GASABO,"Arts, Entertainment And Recreation",PRIVATE CORPORATION,0.6970091027308193,0.6979472140762464,1.5119103707651884,0.718362748779572,6058252.0,Crowdfunding,6.0,0.9947808198866444,0.6709741550695825,0.8999874514925359,1.0,0.17043441920749397,0.829565580792506,0,0,1.006682675122029,0.8999999999999999,Excellent,Skills & Experience Development
Success,7,4,46,Male,0.8152777058518902,0.6768513723459347,GATSIBO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.668918918918919,0.6238907849829352,0.8920859349020875,0.718362748779572,68686.0,Business Partner,1.0,0.019018937807026702,0.6854838709677419,0.42539989574207926,0.7,0.3944446116434184,0.6055553883565816,1,0,0.6950658470879251,0.7999999999999999,Good,Capital Strategy & Financial Planning
Fail,2,2,26,Female,0.5301503446636558,0.6843356310910388,BUGESERA,Other Service Activities,INDIVIDUAL,0.6588628762541806,0.5479876160990712,0.8739988726177654,0.6199585157870477,1646595.0,Venture Capital,1.0,2.6423543439066877,0.6891891891891891,1.0467567567567566,0.7,0.4047179892690729,0.5952820107309271,0,1,0.7582904128889126,0.7,Good,Skills & Experience Development
Fail,5,1,21,Female,0.5489003446636559,0.6843356310910388,KICUKIRO,Human Health And Social Work Activities,INDIVIDUAL,0.657762938230384,0.6634615384615384,1.5712819584595752,0.6199585157870477,402483.0,Inheritance,1.0,0.05640090023842824,0.6826003824091779,0.4338803397823604,0.7,0.5498866226875668,0.45011337731243317,1,1,0.7559833534220674,0.7,Good,Capital Strategy & Financial Planning
Fail,5,2,36,Female,0.6489003446636559,0.6843356310910388,NYAMAGABE,Accommodation And Food Service Activities,INDIVIDUAL,0.6278195488721805,0.6518218623481782,1.4577261048492698,0.6199585157870477,808322.0,Business Partner,1.0,0.08182654388733734,0.6854838709677419,0.4411017972621569,0.7,0.5129398900108282,0.4870601099891718,1,1,0.7667891009247878,0.7,Good,Capital Strategy & Financial Planning
Success,1,0,21,Male,0.35277770585189017,0.6768513723459347,RULINDO,Other Service Activities,INDIVIDUAL,0.680365296803653,0.5479876160990712,1.042116778395499,0.6199585157870477,1469674.0,Inheritance,2.0,2.358442408744541,0.6826003824091779,1.0447801147227533,0.7,0.40765112456695407,0.5923488754330459,0,1,0.7460273101217393,0.6,Good,Skills & Experience Development
Success,6,2,24,Female,0.5801503446636559,0.6843356310910388,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6656151419558359,0.6238907849829352,0.8600888263173476,0.6199585157870477,1705899.0,Government Grant,2.0,0.47235807859052853,0.6453900709219859,0.5267065409242279,0.7,0.5237060431781716,0.4762939568218284,1,1,0.6160027365738563,0.7999999999999999,Moderate,Risk Mitigation & Strategy
Fail,5,5,55,Male,0.7027777058518903,0.6768513723459347,KAMONYI,Transportation And Storage,INDIVIDUAL,0.7058823529411765,0.7173447537473233,1.1769806471753463,0.6199585157870477,2869536.0,Personal Savings,1.0,0.18509855656866994,0.6834381551362684,0.466306085683048,0.7,0.4512405406371206,0.5487594593628794,1,0,0.7314068868427415,0.7999999999999999,Good,Capital Strategy & Financial Planning
Fail,4,3,26,Female,0.6976503446636558,0.6843356310910388,RUSIZI,Other Service Activities,INDIVIDUAL,0.6869300911854104,0.5479876160990712,0.855420396154021,0.6199585157870477,376204.0,Foreign Investment,1.0,0.6037090320297775,0.6920762286860582,0.6485501266132618,0.7,0.2577218798884039,0.7422781201115961,0,0,0.7337433581132368,0.7,Good,Capital Strategy & Financial Planning
Success,8,4,29,Female,0.8226503446636558,0.6843356310910388,KARONGI,Accommodation And Food Service Activities,INDIVIDUAL,0.6431372549019608,0.6518218623481782,1.4905878056084594,0.6199585157870477,3746784.0,Inheritance,1.0,0.3792874441279259,0.6826003824091779,0.5146019757547348,0.7,0.3852652095415253,0.6147347904584747,1,0,0.8710395068315903,0.8999999999999999,Excellent,Capital Strategy & Financial Planning
Fail,2,3,42,Female,0.6601503446636559,0.6843356310910388,BUGESERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6588628762541806,0.6238907849829352,0.8794533615188171,0.6199585157870477,20571599.0,Personal Savings,3.0,5.696211192558785,0.6834381551362684,0.9950314465408805,0.7,0.3485287921320933,0.6514712078679067,0,0,0.7969605469876025,0.7999999999999999,Good,Risk Mitigation & Strategy
Success,3,3,39,Male,0.6902777058518902,0.6768513723459347,NYAMASHEKE,Transportation And Storage,INDIVIDUAL,0.6842105263157895,0.7173447537473233,1.1361105178245334,0.6199585157870477,2835092.0,Foreign Investment,2.0,0.18287675670888381,0.6920762286860582,0.4683420577830384,0.7,0.3583374593256621,0.6416625406743379,1,0,0.7365289637923276,0.7,Good,Capital Strategy & Financial Planning
Fail,6,5,64,Male,0.7340277058518903,0.6768513723459347,NYAMASHEKE,Other Service Activities,INDIVIDUAL,0.6842105263157895,0.5479876160990712,0.8873913396013242,0.6199585157870477,844507.0,Venture Capital,1.0,1.3552128725701251,0.6891891891891891,0.935559974899288,0.7,0.25640013504556647,0.7435998649544335,0,0,0.8246661133716068,0.7999999999999999,Excellent,Skills & Experience Development
Fail,2,3,33,Female,0.6351503446636558,0.6843356310910388,RULINDO,Other Service Activities,INDIVIDUAL,0.680365296803653,0.5479876160990712,1.042116778395499,0.6199585157870477,2497332.0,Bank Loan,1.0,4.007564737155874,0.671356783919598,0.9914070351758795,0.7,0.27419408304557613,0.7258059169544239,0,0,0.8440872401828261,0.7,Excellent,Skills & Experience Development
Success,1,1,25,Male,0.4977777058518902,0.6768513723459347,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.657762938230384,0.6238907849829352,0.6396499438077341,0.718362748779572,10022436.0,Government Grant,5.0,2.7751810697799475,0.6453900709219859,1.0936170212765957,1.0,0.376681479136849,0.623318520863151,0,1,0.7073137571992797,0.7999999999999999,Good,Skills & Experience Development
Success,6,1,21,Male,0.5790277058518902,0.6768513723459347,RWAMAGANA,Accommodation And Food Service Activities,PRIVATE CORPORATION,0.6578171091445427,0.6518218623481782,1.3810598347911032,0.718362748779572,8934902.0,Foreign Investment,3.0,0.9044813213447837,0.6920762286860582,0.8237431989420134,0.7,0.3768927125506073,0.6231072874493927,0,1,0.8495305276787247,0.7999999999999999,Excellent,Skills & Experience Development
Success,3,5,32,Female,0.6664003446636558,0.6843356310910388,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.7013574660633484,0.6238907849829352,0.6318807053809714,0.718362748779572,1136718.0,Foreign Investment,3.0,0.31475364624709223,0.6920762286860582,0.5013112801675905,0.7,0.3805289726319324,0.6194710273680676,1,0,0.6071123052598508,0.8999999999999999,Moderate,Capital Strategy & Financial Planning
Success,5,2,53,Male,0.5977777058518903,0.6768513723459347,KIREHE,Accommodation And Food Service Activities,INDIVIDUAL,0.6656151419558359,0.6518218623481782,1.414322493247319,0.6199585157870477,4643732.0,Inheritance,2.0,0.4700856098176628,0.6826003824091779,0.537301517177169,0.7,0.5040747474336472,0.4959252525663528,1,1,0.7664243648749596,0.7999999999999999,Good,Risk Mitigation & Strategy
Fail,3,2,48,Male,0.5852777058518902,0.6768513723459347,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.6970091027308193,0.6238907849829352,0.5937619200746261,0.718362748779572,22706432.0,Personal Savings,6.0,6.287339749402802,0.6834381551362684,1.0550314465408805,1.0,0.47279101329388595,0.527208986706114,0,1,0.6932234507506666,0.7999999999999999,Good,Risk Mitigation & Strategy
Success,1,0,53,Female,0.4039003446636558,0.6843356310910388,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.7013574660633484,0.6238907849829352,0.6318807053809714,0.718362748779572,7360015.0,Bank Loan,6.0,2.037965051739563,0.671356783919598,1.1014070351758793,1.0,0.3894303888760169,0.6105696111239831,0,1,0.6766059607631061,0.7,Good,Skills & Experience Development
