business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees,education_level_numeric,business_age,avg_turnover,turnover_trend,capital_efficiency,employee_productivity,business_size_category
24907316.0,GASABO,Transportation And Storage,INDIVIDUAL,2021,61,Male,Bachelor's Degree,1,Crowdfunding,41855628.0,16635693.0,25753169.0,48995000.0,Success,Increased,4.0,6,3,33309872.5,3053559.2,1.3373528951351925,6661974.5,Micro
383354.0,KAYONZA,Other Service Activities,INDIVIDUAL,2021,34,Female,Bachelor's Degree,3,Foreign Investment,651516.0,465659.0,788336.0,201996.0,Success,Decreased,1.0,6,3,526876.75,-102588.3,1.3743834044162722,263438.375,Micro
5548169.0,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,58,Female,Certificate/Diploma,1,Family/Friends,6590067.0,18832380.0,8200434.0,3316733.0,Fail,Decreased,1.0,5,3,9234903.5,-2045194.8,1.6644954101983176,4617451.75,Micro
53998.0,RWAMAGANA,Accommodation And Food Service Activities,INDIVIDUAL,2022,28,Male,Certificate/Diploma,0,Business Partner,0.0,29000.0,741050.0,1326950.0,Success,Increased,1.0,5,2,524250.0,469290.0,9.708513120613345,262125.0,Micro
2220541.0,RUBAVU,Transportation And Storage,INDIVIDUAL,2022,33,Male,No Formal Education,3,Business Partner,0.0,3034125.0,3223944.0,3767972.0,Success,Increased,3.0,1,2,2506510.25,1149373.5,1.128783085390864,626627.5625,Micro
1484522.0,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,45,Male,Secondary,1,Venture Capital,2000000.0,2000000.0,2000000.0,1332683.0,Fail,Decreased,1.0,3,3,1833170.75,-200195.1,1.234855067924175,916585.375,Micro
232432.0,NYARUGENGE,Other Service Activities,INDIVIDUAL,2022,40,Male,Primary,7,Venture Capital,0.0,170816.0,346102.0,180445.0,Fail,Increased,1.0,2,2,174340.75,71662.1,0.7500688370412119,87170.375,Micro
18392759.0,NYARUGENGE,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,64,Female,Vocational/Technical,7,Business Partner,327119.0,8474746.0,12667760.0,31367108.0,Success,Increased,5.0,4,3,13209183.25,9731298.1,0.7181729794767071,2201530.5416666665,Micro
78791344.875,GASABO,Transportation And Storage,INDIVIDUAL,2021,27,Male,Secondary,4,Venture Capital,49108839.375,133295690.0,55707484.0,47389023.0,Fail,Decreased,3.0,3,3,71375259.09375,-8274765.5125,0.9058768866187996,17843814.7734375,Micro
44442265.0,KICUKIRO,Construction,PRIVATE CORPORATION,2021,45,Male,Vocational/Technical,2,Business Partner,30246085.0,62585388.0,31915017.0,53630785.0,Fail,Increased,3.0,4,3,44594318.75,3948372.9,1.0034213545726944,11148579.6875,Micro
78791344.875,RWAMAGANA,Financial And Insurance Activities,INDIVIDUAL,2021,55,Female,PhD,0,Inheritance,49108839.375,38804627.0,94634042.0,73108719.0,Success,Decreased,4.0,8,3,63914056.84375,12782905.3875,0.8111811790237426,12782811.36875,Micro
30734269.0,MUHANGA,Transportation And Storage,INDIVIDUAL,2021,42,Male,Secondary,6,Business Partner,35444547.0,41979157.0,49393156.0,52533896.0,Success,Increased,7.0,3,3,44837689.0,5868204.6,1.4588825112813806,5604711.125,Small
52590153.0,GASABO,Construction,PRIVATE CORPORATION,2021,34,Female,No Formal Education,2,Crowdfunding,49108839.375,107212862.0,31788734.0,40090638.0,Success,Decreased,7.0,1,3,57050268.34375,-10247873.2125,1.0848089234298497,7131283.54296875,Small
956298.0,KAMONYI,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,50,Female,Secondary,7,Business Partner,0.0,600000.0,787315.0,995091.0,Success,Increased,3.0,3,2,595601.5,317258.8,0.6228193274279279,148900.375,Micro
53950182.0,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,44,Female,Certificate/Diploma,7,Business Partner,49108839.375,166698618.875,18012925.0,90780407.0,Success,Decreased,13.5,5,3,81150197.5625,-2367099.1,1.5041690880362724,5596565.349137931,Small
948604.0,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,48,Female,Secondary,6,Crowdfunding,0.0,3086562.0,1014298.0,796918.0,Success,Decreased,1.0,3,2,1224444.5,31849.0,1.2907843623004307,612222.25,Micro
2576911.0,KICUKIRO,Transportation And Storage,INDIVIDUAL,2022,38,Male,Primary,1,Crowdfunding,0.0,4148456.0,4837157.0,2370902.0,Fail,Decreased,1.0,2,2,2839128.75,780140.7,1.1017561911310902,1419564.375,Micro
68260227.0,KAMONYI,Financial And Insurance Activities,INDIVIDUAL,2021,48,Male,Master's Degree,2,Venture Capital,49108839.375,91385236.0,98455627.0,88670978.0,Success,Decreased,4.0,7,3,81905170.09375,12575680.6875,1.1998959349176215,16381034.01875,Micro
9921158.0,MUHANGA,Transportation And Storage,INDIVIDUAL,2021,21,Male,Vocational/Technical,2,Government Grant,9383993.0,9423896.0,16020584.0,5677028.0,Fail,Decreased,1.0,4,3,10126375.25,-452420.7,1.020684705284937,5063187.625,Micro
26013314.0,GICUMBI,Accommodation And Food Service Activities,INDIVIDUAL,2021,50,Male,Certificate/Diploma,2,Venture Capital,49108839.375,27331362.0,33738612.0,45711330.0,Success,Decreased,3.0,5,3,38972535.84375,-378527.8125,1.4981764470906533,9743133.9609375,Micro
85793.0,MUHANGA,Other Service Activities,INDIVIDUAL,2022,44,Female,Master's Degree,1,Microfinance,0.0,100000.0,700000.0,2026860.0,Success,Increased,2.0,7,2,706715.0,668058.0,8.237347600065272,235571.66666666666,Micro
11663852.0,KAMONYI,Transportation And Storage,INDIVIDUAL,2022,33,Male,Primary,2,Family/Friends,0.0,21210345.0,15835528.0,14885052.0,Success,Decreased,2.0,2,2,12982731.25,3928033.9,1.1130739773555103,4327577.083333333,Micro
195676.0,KAYONZA,Other Service Activities,INDIVIDUAL,2022,46,Female,Bachelor's Degree,7,Foreign Investment,0.0,276027.0,283135.0,271509.0,Fail,Decreased,1.0,6,2,207667.75,82163.5,1.0612782800226905,103833.875,Micro
145459.0,NYARUGURU,Other Service Activities,INDIVIDUAL,2022,37,Male,Vocational/Technical,4,Foreign Investment,0.0,130042.0,131982.0,175910.0,Fail,Increased,1.0,4,2,109483.5,52967.0,0.7526708373435996,54741.75,Micro
163609.0,RUSIZI,Other Service Activities,INDIVIDUAL,2021,41,Male,No Formal Education,3,Bank Loan,149738.0,320231.0,163121.0,200103.0,Success,Increased,2.0,1,3,208298.25,-601.5,1.2731388668174317,69432.75,Micro
55886902.0,GASABO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,40,Female,Primary,0,Personal Savings,46308066.0,31021815.0,36999288.0,56350258.0,Success,Increased,6.0,2,3,42669856.75,3610404.9,0.7635036915536365,6095693.821428572,Small
78791344.875,NYARUGURU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,44,Male,No Formal Education,4,Government Grant,0.0,166698618.875,185566199.75,152731375.0,Fail,Decreased,3.0,1,2,126249048.40625,47706170.5875,1.602321257546992,31562262.1015625,Micro
435742.0,RULINDO,Other Service Activities,INDIVIDUAL,2022,34,Female,Vocational/Technical,6,Bank Loan,0.0,682816.0,730792.0,394300.0,Fail,Decreased,1.0,4,2,451977.0,123087.6,1.0372559054304946,225988.5,Micro
18297067.0,MUHANGA,Unclassified,INDIVIDUAL,2021,57,Male,No Formal Education,0,Government Grant,47440502.0,16942470.0,63968189.0,12727585.0,Success,Decreased,4.0,1,3,35269686.5,-5711303.2,1.9276141128185127,7053937.3,Micro
4612260.0,RUTSIRO,Other Service Activities,PRIVATE CORPORATION,2022,48,Female,Certificate/Diploma,3,Venture Capital,0.0,2677477.0,3302943.0,2586731.0,Fail,Decreased,4.0,5,2,2141787.75,838565.9,0.46436828921867174,428357.55,Micro
6058252.0,GASABO,"Arts, Entertainment And Recreation",PRIVATE CORPORATION,2022,47,Female,Vocational/Technical,6,Crowdfunding,0.0,7907915.0,8443558.0,24746481.0,Success,Increased,6.0,4,2,10274488.5,7477508.6,1.6959490632035341,1467784.0714285714,Small
68686.0,GATSIBO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,46,Male,Master's Degree,4,Business Partner,278000.0,208475.0,197650.0,22446550.0,Success,Increased,1.0,7,3,5782668.75,6649482.5,84.18869291132238,2891334.375,Micro
1646595.0,BUGESERA,Other Service Activities,INDIVIDUAL,2022,26,Female,Primary,2,Venture Capital,0.0,2981239.0,2611433.0,1121063.0,Fail,Decreased,1.0,2,2,1678433.75,299338.3,1.0193354957743126,839216.875,Micro
402483.0,KICUKIRO,Human Health And Social Work Activities,INDIVIDUAL,2021,21,Female,Certificate/Diploma,1,Inheritance,750712.0,689064.0,331677.0,482944.0,Fail,Decreased,1.0,5,3,563599.25,-116069.1,1.4003022480396736,281799.625,Micro
808322.0,NYAMAGABE,Accommodation And Food Service Activities,INDIVIDUAL,2021,36,Female,Certificate/Diploma,2,Business Partner,775560.0,1360792.0,945437.0,1372183.0,Fail,Increased,1.0,5,3,1113493.0,137451.4,1.3775347231242956,556746.5,Micro
1469674.0,RULINDO,Other Service Activities,INDIVIDUAL,2022,21,Male,No Formal Education,0,Inheritance,0.0,2509857.0,2400942.0,1550621.0,Success,Decreased,2.0,1,2,1615355.0,454294.8,1.0991239559766615,538451.6666666666,Micro
1705899.0,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,24,Female,Bachelor's Degree,2,Government Grant,2219005.0,5289025.0,6166912.0,3130572.0,Success,Increased,2.0,6,3,4201378.5,361258.8,2.462851573949235,1400459.5,Micro
2869536.0,KAMONYI,Transportation And Storage,INDIVIDUAL,2021,55,Male,Certificate/Diploma,5,Personal Savings,1870621.0,5081113.0,3720720.0,5057801.0,Fail,Increased,1.0,5,3,3932563.75,820114.7,1.370452358690618,1966281.875,Micro
376204.0,RUSIZI,Other Service Activities,INDIVIDUAL,2022,26,Female,Vocational/Technical,3,Foreign Investment,0.0,366102.0,7928000.0,3600000.0,Fail,Increased,1.0,4,2,2973525.5,1836189.8,7.9040031365877645,1486762.75,Micro
3746784.0,KARONGI,Accommodation And Food Service Activities,INDIVIDUAL,2021,29,Female,PhD,4,Inheritance,11407818.0,4062194.0,4264471.0,6932017.0,Success,Decreased,1.0,8,3,6666625.0,-1322512.6,1.7792921131049686,3333312.5,Micro
20571599.0,BUGESERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,42,Female,Primary,3,Personal Savings,30293991.0,37864049.0,46607069.0,13007474.0,Fail,Decreased,3.0,2,3,31943145.75,-4311653.1,1.5527788674677712,7985786.4375,Micro
2835092.0,NYAMASHEKE,Transportation And Storage,INDIVIDUAL,2022,39,Male,Secondary,3,Foreign Investment,0.0,2467553.0,4983592.0,2932274.0,Success,Increased,2.0,3,2,2595854.75,1131286.1,0.9156153784020489,865284.9166666666,Micro
844507.0,NYAMASHEKE,Other Service Activities,INDIVIDUAL,2022,64,Male,Bachelor's Degree,5,Venture Capital,0.0,487994.0,1112419.0,631575.0,Fail,Increased,1.0,6,2,557997.0,251915.0,0.6607361919602893,278998.5,Micro
2497332.0,RULINDO,Other Service Activities,INDIVIDUAL,2021,33,Female,Primary,3,Bank Loan,1103812.0,1278361.0,1794257.0,572517.0,Fail,Decreased,1.0,2,3,1187236.75,-107798.9,0.4754018587028642,593618.375,Micro
10022436.0,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,25,Male,No Formal Education,1,Government Grant,750900.0,9773300.0,9834600.0,12160412.0,Success,Increased,5.0,1,3,8129803.0,3428983.6,0.8111602996357073,1354967.1666666667,Micro
8934902.0,RWAMAGANA,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,21,Male,Bachelor's Degree,1,Foreign Investment,0.0,5600339.0,48569973.0,38797204.0,Success,Increased,3.0,6,2,23241879.0,15936124.6,2.601245810950606,5810469.75,Micro
1136718.0,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,32,Female,Secondary,5,Foreign Investment,3741788.0,919644.0,513354.0,4160900.0,Success,Increased,3.0,3,3,2333921.5,85104.6,2.053208840531389,583480.375,Micro
4643732.0,KIREHE,Accommodation And Food Service Activities,INDIVIDUAL,2022,53,Male,Certificate/Diploma,2,Inheritance,0.0,5655173.0,8403087.0,5744887.0,Success,Increased,2.0,5,2,4950786.75,1998257.5,1.0661221801511844,1650262.25,Micro
22706432.0,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,48,Male,Secondary,2,Personal Savings,4170000.0,40834468.0,44756852.0,25235390.0,Fail,Increased,6.0,3,3,28749177.5,6711855.4,1.2661247805853082,4107025.3571428573,Small
7360015.0,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,53,Female,No Formal Education,0,Bank Loan,0.0,6116500.0,12650500.0,10246700.0,Success,Increased,6.0,1,2,7253425.0,3727410.0,0.9855175586574811,1036203.5714285715,Small
930984.0,GATSIBO,Administrative And Support Service Activities,INDIVIDUAL,2022,50,Male,Master's Degree,3,Foreign Investment,0.0,1048218.0,1534571.0,1474734.0,Fail,Increased,1.0,7,2,1014380.75,491055.5,1.0895779738663889,507190.375,Micro
50000.0,RUHANGO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,53,Female,Vocational/Technical,0,Crowdfunding,0.0,200000.0,64643.0,84504.0,Fail,Decreased,1.0,4,2,87286.75,11815.5,1.74570008599828,43643.375,Micro
126812.0,HUYE,Other Service Activities,INDIVIDUAL,2022,38,Female,Primary,3,Government Grant,0.0,237228.0,655501.0,4947800.0,Success,Increased,1.0,2,2,1460132.25,1526167.3,11.514058101298764,730066.125,Micro
76782063.0,GASABO,Transportation And Storage,INDIVIDUAL,2021,42,Male,Secondary,3,Crowdfunding,49108839.375,121678395.0,70678018.0,117561749.0,Success,Increased,3.0,3,3,89756750.34375,15435835.1875,1.168980692466798,22439187.5859375,Micro
7499913.0,NYARUGENGE,Public Administration And Defence; Compulsory Social Security,PRIVATE CORPORATION,2022,53,Male,Secondary,1,Bank Loan,0.0,17812234.0,16186045.0,1218000.0,Success,Decreased,5.0,3,2,8804069.75,202781.1,1.1738894272654326,1467344.9583333333,Micro
1128580.0,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,57,Male,PhD,3,Family/Friends,4170010.0,1781775.0,687703.0,1246302.0,Success,Decreased,1.0,8,3,1971447.5,-986519.6,1.7468374002397702,985723.75,Micro
5454624.0,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,49,Female,Certificate/Diploma,0,Government Grant,0.0,14606756.0,1142587.0,8287801.0,Success,Decreased,5.0,5,2,6009286.0,1139923.4,1.1016863670738135,1001547.6666666666,Micro
442308.0,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,57,Male,Primary,0,Venture Capital,0.0,474725.0,554931.0,7630550.0,Success,Increased,1.0,2,2,2165051.5,2297185.6,4.894884571645615,1082525.75,Micro
533492.0,RUSIZI,Other Service Activities,INDIVIDUAL,2021,42,Male,Secondary,5,Microfinance,614529.0,452457.0,674863.0,509373.0,Fail,Decreased,1.0,3,3,562805.5,-9306.2,1.054944488493757,281402.75,Micro
1097072.0,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,42,Female,Certificate/Diploma,2,Family/Friends,0.0,2180900.0,22314754.0,16052588.0,Fail,Increased,1.0,5,2,10137060.5,6829161.8,9.24009660250503,5068530.25,Micro
4857216.0,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,30,Male,Primary,0,Inheritance,15377046.0,31607935.0,8133529.0,7638254.0,Success,Decreased,2.0,2,3,15689191.0,-4669078.2,3.230078252629026,5229730.333333333,Micro
64537934.0,NGOMA,Transportation And Storage,INDIVIDUAL,2021,21,Male,Primary,1,Business Partner,49108839.375,58444903.0,113849294.0,62603207.0,Success,Decreased,10.0,2,3,71001560.84375,9588749.3875,1.1001523498350234,6454687.349431818,Small
15496941.0,GISAGARA,"Professional, Scientific And Technical Activities",INDIVIDUAL,2021,37,Female,Vocational/Technical,5,Government Grant,27748979.0,28365329.0,15535172.0,10445465.0,Success,Decreased,5.0,4,3,20523736.25,-6474069.9,1.3243733021650337,3420622.7083333335,Micro
22895179.0,NYARUGENGE,Unclassified,PRIVATE CORPORATION,2021,45,Male,Certificate/Diploma,1,Government Grant,3950424.0,29332039.0,35935564.0,34333109.0,Fail,Increased,3.0,5,3,25887784.0,9775158.0,1.1307089090367493,6471946.0,Micro
1103436.0,NYARUGENGE,"Arts, Entertainment And Recreation",PRIVATE CORPORATION,2022,27,Male,Bachelor's Degree,2,Bank Loan,0.0,454746.0,9512512.0,20438026.0,Success,Increased,2.0,6,2,7601321.0,7037184.4,6.8887675508434105,2533773.6666666665,Micro
66860620.0,NYAGATARE,Other Service Activities,PRIVATE CORPORATION,2021,21,Male,Primary,0,Bank Loan,49108839.375,22296394.0,105923781.0,165520302.0,Success,Increased,13.5,2,3,85712329.09375,43286177.4875,1.2819553245512034,5911195.109913793,Small
130766.0,MUHANGA,Other Service Activities,INDIVIDUAL,2022,33,Female,Master's Degree,0,Family/Friends,0.0,173670.0,146941.0,206542.0,Success,Increased,2.0,7,2,131788.25,59289.7,1.0078096920476878,43929.416666666664,Micro
14053311.0,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,53,Male,Master's Degree,3,Family/Friends,27081947.0,18145747.0,15347642.0,30600.0,Fail,Decreased,3.0,7,3,15151484.0,-8395214.6,1.0781432875040418,3787871.0,Micro
523136.0,KICUKIRO,Education,INDIVIDUAL,2021,35,Male,Bachelor's Degree,2,Government Grant,487099.0,550171.0,307152.0,349072.0,Fail,Decreased,1.0,6,3,423373.5,-65710.0,0.8092975645003125,211686.75,Micro
6350130.0,KICUKIRO,Administrative And Support Service Activities,PRIVATE CORPORATION,2022,37,Male,Vocational/Technical,4,Foreign Investment,0.0,8232349.0,8843810.0,3269591.0,Fail,Decreased,5.0,4,2,5086437.5,1042023.4,0.8009972550172587,847739.5833333334,Micro
78791344.875,RUHANGO,Transportation And Storage,INDIVIDUAL,2022,25,Male,No Formal Education,1,Personal Savings,0.0,109975266.0,168489179.0,59049971.0,Success,Decreased,4.0,1,2,84378604.0,23566382.6,1.0709120787689552,16875720.8,Micro
22721133.0,GASABO,Other Service Activities,INDIVIDUAL,2022,35,Male,No Formal Education,6,Government Grant,0.0,17461600.0,15900.0,23009817.0,Success,Increased,4.0,1,2,10121829.25,5158375.1,0.44548081314955496,2024365.85,Micro
137971.0,GASABO,Other Service Activities,INDIVIDUAL,2022,61,Female,Bachelor's Degree,3,Venture Capital,0.0,236539.0,100932.0,12400.0,Fail,Decreased,1.0,6,2,87467.75,-9840.7,0.6339529034876642,43733.875,Micro
5953716.0,KARONGI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,48,Male,Master's Degree,2,Foreign Investment,13420173.0,8116061.0,14662296.0,4337232.0,Fail,Decreased,1.0,7,3,10133940.5,-2070258.8,1.7021199529638376,5066970.25,Micro
78791344.875,GASABO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,32,Male,Certificate/Diploma,4,Inheritance,0.0,166698618.875,117862868.0,170387013.0,Success,Decreased,13.5,5,2,113737124.96875,46232528.8125,1.44352306342362,7843939.6530172415,Small
50000.0,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,50,Male,Primary,1,Personal Savings,30000.0,31356.0,113008.0,246000.0,Success,Increased,1.0,2,3,105091.0,72965.2,2.101777964440711,52545.5,Micro
75443559.0,NYAGATARE,"Professional, Scientific And Technical Activities",INDIVIDUAL,2021,55,Male,Vocational/Technical,2,Government Grant,49108839.375,136036550.0,146298333.0,196044153.75,Success,Increased,10.0,4,3,131871969.03125,45106772.6125,1.7479552798310418,11988360.821022727,Small
16526909.0,RUHANGO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,53,Male,Bachelor's Degree,0,Foreign Investment,15465166.0,19914634.0,30330376.0,25808124.0,Success,Increased,2.0,6,3,22879575.0,4144461.6,1.384383106097873,7626525.0,Micro
982987.0,NGORORERO,Unclassified,INDIVIDUAL,2021,29,Male,Primary,0,Family/Friends,2000000.0,2000000.0,2000000.0,18940000.0,Success,Increased,2.0,2,3,6235000.0,5082000.0,6.3429055085107855,2078333.3333333333,Micro
1025542.0,NYAGATARE,Other Service Activities,INDIVIDUAL,2022,33,Male,PhD,6,Foreign Investment,0.0,1588140.0,1796806.0,1683203.0,Success,Increased,1.0,8,2,1267037.25,525827.5,1.2354793996936257,633518.625,Micro
3198574.0,KICUKIRO,Transportation And Storage,INDIVIDUAL,2022,53,Male,Bachelor's Degree,5,Personal Savings,0.0,2256589.0,6373069.0,4128876.0,Success,Increased,3.0,6,2,3189633.5,1650310.8,0.9972045363951134,797408.375,Micro
78791344.875,NYARUGENGE,Manufacturing,PRIVATE CORPORATION,2022,39,Female,No Formal Education,4,Inheritance,0.0,166698618.875,47619207.0,36493357.0,Success,Decreased,10.0,1,2,62702795.71875,-959934.0875,0.7958081566245362,5700254.15625,Small
135854.0,RUSIZI,Other Service Activities,INDIVIDUAL,2022,30,Male,Vocational/Technical,1,Government Grant,0.0,72571.0,156964.0,262109.0,Fail,Increased,1.0,4,2,122911.0,87072.0,0.9047219461926318,61455.5,Micro
10902909.0,RUSIZI,Human Health And Social Work Activities,PRIVATE CORPORATION,2022,31,Male,Primary,0,Venture Capital,0.0,10129163.0,2000000.0,2000000.0,Fail,Decreased,3.0,2,2,3532290.75,-212916.3,0.3239768786498283,883072.6875,Micro
5818365.0,NYAGATARE,Construction,PRIVATE CORPORATION,2022,43,Male,Secondary,1,Microfinance,0.0,2000000.0,16353601.0,50614379.0,Success,Increased,6.0,3,2,17241995.0,16619673.8,2.9633740813142384,2463142.1428571427,Small
1898409.0,GATSIBO,Other Service Activities,INDIVIDUAL,2021,24,Male,No Formal Education,0,Family/Friends,2414824.0,3250860.0,1671988.0,1649169.0,Success,Decreased,1.0,1,3,2246710.25,-387583.7,1.1834694560184575,1123355.125,Micro
1687654.0,NYABIHU,Other Service Activities,INDIVIDUAL,2022,70,Male,Primary,3,Bank Loan,0.0,1108624.0,660869.0,1837327.0,Fail,Increased,1.0,2,2,901705.0,506422.6,0.5342946277527101,450852.5,Micro
10396966.0,GASABO,Administrative And Support Service Activities,INDIVIDUAL,2022,21,Male,Master's Degree,1,Microfinance,0.0,6959360.0,11779190.0,15805204.0,Success,Increased,2.0,7,2,8635938.5,5223544.2,0.8306209397413689,2878646.1666666665,Micro
16700340.0,GASABO,Transportation And Storage,INDIVIDUAL,2022,30,Female,Primary,2,Foreign Investment,0.0,30063209.0,15426406.0,32159656.0,Success,Increased,7.0,2,2,19412317.75,8184216.5,1.1623905014873648,2426539.71875,Small
2069083.0,NYAMAGABE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,59,Female,Master's Degree,1,Venture Capital,0.0,2262875.0,4525061.0,1000000.0,Fail,Decreased,1.0,7,2,1946984.0,526218.6,0.9409883793988064,973492.0,Micro
957663.0,GAKENKE,Other Service Activities,INDIVIDUAL,2022,56,Female,Bachelor's Degree,7,Family/Friends,0.0,625763.0,4862800.0,15176190.0,Success,Increased,1.0,6,2,5166188.25,4976560.7,5.394572887776924,2583094.125,Micro
25670570.0,NYARUGENGE,"Electricity, Gas And Air Conditioning Supply",PRIVATE CORPORATION,2021,50,Male,PhD,4,Business Partner,8866080.0,36612618.0,26865056.0,24203823.0,Fail,Increased,3.0,8,3,24136894.25,3626566.7,0.940255448544561,6034223.5625,Micro
2294576.0,RUHANGO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,50,Female,Secondary,3,Microfinance,0.0,5822564.0,5491103.0,1669057.0,Fail,Decreased,1.0,3,2,3245681.0,467571.0,1.4145007990579528,1622840.5,Micro
3255548.0,HUYE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,33,Female,Master's Degree,3,Business Partner,5760737.0,6540486.0,10000.0,9000.0,Success,Decreased,1.0,7,3,3080055.75,-2378569.7,0.9460941150018015,1540027.875,Micro
78791344.875,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,31,Female,Bachelor's Degree,2,Bank Loan,49108839.375,166698618.875,185566199.75,196044153.75,Success,Increased,10.0,6,3,149354452.9375,45967352.4,1.8955692567359639,13577677.539772727,Small
2502346.0,GASABO,Education,PRIVATE CORPORATION,2022,53,Female,Certificate/Diploma,1,Business Partner,0.0,4953811.0,3096681.0,4435753.0,Success,Decreased,7.0,5,2,3121561.25,1145012.9,1.2474533907567575,390195.15625,Small
5353152.0,NYAGATARE,Transportation And Storage,INDIVIDUAL,2021,50,Male,Primary,2,Foreign Investment,5934647.0,4447038.0,8799106.0,7032470.0,Success,Increased,3.0,2,3,6553315.25,764553.7,1.2241972628094135,1638328.8125,Micro
3334523.0,KICUKIRO,"Professional, Scientific And Technical Activities",INDIVIDUAL,2022,41,Female,Vocational/Technical,5,Inheritance,0.0,4194915.0,10930000.0,7920000.0,Fail,Increased,1.0,4,2,5761228.75,3049508.5,1.7277514721741394,2880614.375,Micro
231230.0,KIREHE,Other Service Activities,INDIVIDUAL,2022,28,Female,PhD,0,Personal Savings,0.0,123301.0,212311.0,293842.0,Fail,Increased,1.0,8,2,157363.5,97053.6,0.6805467260012714,78681.75,Micro
1536182.0,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,46,Female,Certificate/Diploma,0,Foreign Investment,0.0,1802619.0,3842028.0,2890313.0,Fail,Increased,1.0,5,2,2133740.0,1071034.8,1.3889881609157242,1066870.0,Micro
909801.0,GICUMBI,Other Service Activities,INDIVIDUAL,2022,50,Male,Primary,0,Foreign Investment,0.0,912908.0,1790295.0,1623818.0,Success,Increased,1.0,2,2,1081755.25,574884.1,1.1890007386222496,540877.625,Micro
2312183.0,NYAMASHEKE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,39,Female,Secondary,0,Microfinance,0.0,2000000.0,3882868.0,3703344.0,Success,Increased,6.0,3,2,2396553.0,1299290.0,1.036488878047768,342364.71428571426,Small
1667407.0,GICUMBI,Transportation And Storage,INDIVIDUAL,2021,39,Male,No Formal Education,6,Bank Loan,2599970.0,2170023.0,2186140.0,1908170.0,Success,Decreased,2.0,1,3,2216075.75,-205928.3,1.3290542866532966,738691.9166666666,Micro
5063999.0,RUTSIRO,Accommodation And Food Service Activities,INDIVIDUAL,2022,42,Male,Bachelor's Degree,4,Venture Capital,0.0,4936510.0,8733454.0,6341510.0,Success,Increased,2.0,6,2,5002868.5,2282147.4,0.9879282187993681,1667622.8333333333,Micro
